Quick,RCRA,0.000570,
Tim,RCRA,0.000862,
Cape,RCRD,0.000445,
Quad,RCRD,0.000430,
Quick,RCRD,0.000611,
Tim,RCRD,0.000904,
Cape,RCRC,0.000399,
Quad,RCRC,0.000378,
Quick,RCRC,0.000585,
Tim,RCRC,0.000846,
Cape,RCRR,0.000557,
Quad,RCRR,0.000536,
Quick,RCRR,0.000703,
Tim,RCRR,0.001215,
Cape,RRAA,0.000413,
Quad,RRAA,0.000392,
Quick,RRAA,0.000610,
Tim,RRAA,0.000786,
Cape,RRAD,0.000452,
Quad,RRAD,0.000429,
Quick,RRAD,0.000616,
Tim,RRAD,0.000814,
Cape,RRAC,0.000388,
Quad,RRAC,0.000370,
Quick,RRAC,0.000574,
Tim,RRAC,0.000721,
Cape,RRAR,0.000555,
Quad,RRAR,0.000536,
Quick,RRAR,0.000704,
Tim,RRAR,0.001108,
Cape,RRDA,0.000474,
Quad,RRDA,0.000446,
Quick,RRDA,0.000639,
Tim,RRDA,0.000952,
Cape,RRDD,0.000469,
Quad,RRDD,0.000452,
Quick,RRDD,0.000617,
Tim,RRDD,0.001084,
Cape,RRDC,0.000431,
Quad,RRDC,0.000408,
Quick,RRDC,0.000583,
Tim,RRDC,0.000908,
Cape,RRDR,0.000606,
Quad,RRDR,0.000577,
Quick,RRDR,0.000718,
Tim,RRDR,0.001306,
Cape,RRCA,0.000411,
Quad,RRCA,0.000391,
Quick,RRCA,0.000599,
Tim,RRCA,0.000874,
Cape,RRCD,0.000457,
Quad,RRCD,0.000431,
Quick,RRCD,0.000617,
Tim,RRCD,0.000957,
Cape,RRCC,0.000423,
Quad,RRCC,0.000395,
Quick,RRCC,0.000602,
Tim,RRCC,0.001004,
Cape,RRCR,0.000566,
Quad,RRCR,0.000539,
Quick,RRCR,0.000695,
Tim,RRCR,0.001253,
Cape,RRRA,0.000536,
Quad,RRRA,0.000520,
Quick,RRRA,0.000668,
Tim,RRRA,0.001105,
Cape,RRRD,0.000599,
Quad,RRRD,0.000584,
Quick,RRRD,0.000696,
Tim,RRRD,0.001301,
Cape,RRRC,0.000570,
Quad,RRRC,0.000551,
Quick,RRRC,0.000713,
Tim,RRRC,0.001298,
Cape,RRRR,0.000760,
Quad,RRRR,0.000735,
Quick,RRRR,0.000872,
Tim,RRRR,0.001615,
